,Unnamed: 0,begin,end,filename,shot_id,transcript,daily life,score
14523,14523,01:30:46:18,01:30:49:06,5264050645694159353.xml,1674,"Cos I think we both deserve one,  don't you?",0.05306649208068848,0.05306649208068848
21968,21968,00:48:46:17,00:48:49:19,5274434588125702436.xml,875,Though sometimes they're just trying  to get to your best mate.,0.05303898826241493,0.05303898826241493
18749,18749,01:10:50:07,01:10:55:00,5269245838135402929.xml,1213,"OK, what does he like? ",0.05302538350224495,0.05302538350224495
6508,6508,01:52:39:03,01:52:40:20,5251033029316736209.xml,2192,You couldn't wait for me to lose it.  I don't...,0.053019437938928604,0.053019437938928604
10377,10377,01:38:41:24,01:38:43:13,5256228221757951173.xml,1666,"Who is this Jane, anyway?  She practically could be your mum!",0.052966807037591934,0.052966807037591934
10067,10067,01:19:28:09,01:19:31:16,5256228221757951173.xml,1356,"I'll have you know,  I am in my prime.",0.05291742831468582,0.05291742831468582
13765,13765,00:45:31:23,00:45:32:23,5264050645694159353.xml,916,"Maybe they'll charge Max?  What? If there's no proper evidence, they'll know he was lying, won't they?",0.052907343953847885,0.052907343953847885
8104,8104,01:24:12:04,01:24:19:04,5253646087419594905.xml,1495,"and you could handle that.  No, course not. Whereas, if she's with someone like Callum...",0.05290435999631882,0.05290435999631882
18613,18613,01:02:42:17,01:02:48:02,5269245838135402929.xml,1077,Making sure she gets sent down.  Ain't you ripped that family  apart enough as it is already?,0.052844297140836716,0.052844297140836716
15595,15595,00:07:20:15,00:07:27:09,5266645664934403562.xml,164,"Did you see that?  That copper didn't  even ask if he could use the loo. Two bacon rolls, one without butter.",0.0528385303914547,0.0528385303914547
3475,3475,01:09:20:15,01:09:22:18,5248439298566680341.xml,1395,I think it's really nice of you to  include Suzy in all of this. What?,0.05280584469437599,0.05280584469437599
1352,1352,01:12:54:24,01:12:56:06,5245830105934359183.xml,1353,"No, I happened to see you.  While you were spying on me?",0.052786167711019516,0.052786167711019516
8719,8719,00:01:02:16,00:01:04:20,5256228221757951173.xml,8,"What would I do without you, eh? ",0.05277980491518974,0.05277980491518974
16361,16361,00:47:05:11,00:47:14:12,5266645664934403562.xml,930,So how was Keeble? ,0.052760109305381775,0.052760109305381775
7015,7015,00:24:13:17,00:24:17:16,5253646087419594905.xml,406,Love thy neighbour.  It does not say  shop thy neighbour to the vicar.,0.05273767188191414,0.05273767188191414
17162,17162,01:33:56:24,01:34:00:21,5266645664934403562.xml,1731,So delicate!  Yes.  Very.,0.052728526294231415,0.052728526294231415
17603,17603,00:02:50:07,00:02:51:22,5269245838135402929.xml,67,"l, didn't Jack call you? ",0.05271383002400398,0.05271383002400398
18471,18471,00:54:27:17,00:54:33:12,5269245838135402929.xml,935,But I suppose she wants it to  look like it's all your decision.,0.052707865834236145,0.052707865834236145
4741,4741,00:21:45:10,00:21:48:04,5251033029316736209.xml,425,"Oh, come back! ",0.05269477888941765,0.05269477888941765
3982,3982,01:34:39:17,01:34:48:00,5248439298566680341.xml,1902,"I promised a friend of mine  I'd find her a good home. Don't suppose you could  take her in, could ya? I can't, sorry.  Eh?  Oh.",0.0526849590241909,0.0526849590241909
1894,1894,01:43:40:17,01:43:43:08,5245830105934359183.xml,1895,"Can't you just call a mate?  You know, pull a favour? Nah, sorry.",0.05268295854330063,0.05268295854330063
1210,1210,01:06:33:05,01:06:36:17,5245830105934359183.xml,1211,"The last time I looked,  it was my house, not Bianca's.",0.05267718806862831,0.05267718806862831
12959,12959,00:05:30:24,00:05:47:06,5264050645694159353.xml,110,"Are we in trouble?  So what if we're opening up late?  It's my stall. No, I mean about the bicycle thingy.  Did you have a good time last night? I've never stayed out all night  before! Now you know how it's done. Don't worry about that bike-thing.",0.05260739475488663,0.05260739475488663
22085,22085,00:55:34:23,00:55:37:14,5274434588125702436.xml,992,I know you didn't do it.  I got proof. What proof?,0.05255847051739693,0.05255847051739693
11125,11125,00:23:09:23,00:23:12:11,5258818087037440299.xml,494,"You really are annoying,  do you know that?",0.05255512893199921,0.05255512893199921
17590,17590,00:02:20:08,00:02:22:14,5269245838135402929.xml,54,Offered him a leg up. ,0.052510473877191544,0.052510473877191544
13413,13413,00:27:41:16,00:27:43:03,5264050645694159353.xml,564,"Just stay there, girls.  Anything you do say may be given in evidence against you. Jack!",0.05247828736901283,0.05247828736901283
7245,7245,00:36:03:06,00:36:05:23,5253646087419594905.xml,636,But some things  you just wanna forget.,0.052421730011701584,0.052421730011701584
14751,14751,01:43:01:17,01:43:08:07,5264050645694159353.xml,1902,"And I blew it, didn't I?  You were my beautiful girl...  and I blew it.",0.05239853635430336,0.05239853635430336
21471,21471,00:22:19:11,00:22:23:21,5274434588125702436.xml,378,You ain't got a chance.  That weren't very nice.,0.052398379892110825,0.052398379892110825
12233,12233,01:20:25:06,01:20:28:19,5258818087037440299.xml,1602,"Can you just go and see if she's  all right? No, no, no, no.",0.05238734930753708,0.05238734930753708
4158,4158,01:46:21:09,01:46:28:03,5248439298566680341.xml,2078,Perhaps I should have stayed  where I was.,0.052375826984643936,0.052375826984643936
6976,6976,00:21:13:11,00:21:17:10,5253646087419594905.xml,367,"Can I speak to Whitney, please?  She's not feeling too well. ",0.052351463586091995,0.052351463586091995
22599,22599,01:23:19:05,01:23:22:08,5274434588125702436.xml,1506,"Whore.  Tony, what's wrong?",0.05233944579958916,0.05233944579958916
20670,20670,01:27:25:07,01:27:29:15,5271844722846213628.xml,1640,That's what kids need. ,0.052333932369947433,0.052333932369947433
22917,22917,01:40:04:23,01:40:11:09,5274434588125702436.xml,1824,"What, she's leaving for good?  I dunno.  I just know she's leaving.",0.05233336612582207,0.05233336612582207
13366,13366,00:25:30:01,00:25:33:21,5264050645694159353.xml,517,I haven't asked her to give  up anything!  I want her to go.,0.0523301437497139,0.0523301437497139
12139,12139,01:15:06:13,01:15:08:16,5258818087037440299.xml,1508,"I don't know anything.  Having a laugh behind my back? Oh, Ian! You said he wasn't violent.",0.052324872463941574,0.052324872463941574
22070,22070,00:54:46:13,00:54:48:19,5274434588125702436.xml,977,After Jack... ,0.05227629840373993,0.05227629840373993
3133,3133,00:53:39:20,00:53:42:03,5248439298566680341.xml,1053,"Oh, don't change the subject. ",0.052271220833063126,0.052271220833063126
12708,12708,01:50:14:00,01:50:16:04,5258818087037440299.xml,2077,Do you really love me? ,0.0522586852312088,0.0522586852312088
63,63,00:03:57:19,00:04:01:09,5245830105934359183.xml,64,Don't forget we've got a scan  on Friday. I haven't.,0.05225352197885513,0.05225352197885513
22612,22612,01:24:02:08,01:24:10:21,5274434588125702436.xml,1519,Why are you like this?  What have I done?! You've changed.  You're...coarse. ,0.05224502459168434,0.05224502459168434
10219,10219,01:28:36:14,01:28:39:18,5256228221757951173.xml,1508,"It isn't?  No, it might toughen Ben up,  put a bit of backbone on him.",0.05221591144800186,0.05221591144800186
6681,6681,00:04:55:07,00:04:58:16,5253646087419594905.xml,72,"I've always wanted to go skiing.  Peter's dad said he can go. I'll think about it, eh?",0.0521676205098629,0.0521676205098629
16696,16696,01:06:40:16,01:06:43:19,5266645664934403562.xml,1265,..With extra tomato sauce. ,0.052112121134996414,0.052112121134996414
13207,13207,00:17:03:05,00:17:07:07,5264050645694159353.xml,358,"No, no, I didn't mean...  Go on, I'll cover for you.  Please.",0.052067339420318604,0.052067339420318604
3105,3105,00:52:01:08,00:52:04:07,5248439298566680341.xml,1025,You've got a big soul...I like that. ,0.05206228792667389,0.05206228792667389
5172,5172,00:43:01:14,00:43:09:04,5251033029316736209.xml,856,"you haven't even started  clearing your wardrobe out yet. I know, I know.  I couldn't  help myself.  It were on the sale. I wish you'd told me you were  going shopping for clothes.",0.0520550012588501,0.0520550012588501
22002,22002,00:50:43:17,00:50:46:17,5274434588125702436.xml,909,You know what really breaks  my heart about all this?,0.052045147866010666,0.052045147866010666
5474,5474,00:59:52:17,00:59:54:15,5251033029316736209.xml,1158,Do you want me to ask Jane  if he likes you? No!,0.05200183391571045,0.05200183391571045
21707,21707,00:33:38:15,00:33:40:17,5274434588125702436.xml,614,Lucky Yolande. ,0.05197871848940849,0.05197871848940849
4646,4646,00:16:46:22,00:16:50:04,5251033029316736209.xml,330,"Tony, I'm not waiting  another three months.",0.051943425089120865,0.051943425089120865
14447,14447,01:25:59:07,01:26:02:19,5264050645694159353.xml,1598,Then what's the problem? ,0.05191373825073242,0.05191373825073242
7651,7651,00:58:46:00,00:58:49:17,5253646087419594905.xml,1042,Will you watch the stall  for five minutes?,0.05189608782529831,0.05189608782529831
21286,21286,00:10:20:22,00:10:25:16,5274434588125702436.xml,193,"So, are the mists clearing,  Mr Branning? I wish.  Or maybe I don't. ",0.05188308283686638,0.05188308283686638
15379,15379,02:21:08:20,02:21:16:12,5264050645694159353.xml,2530,"The lack of skid marks left  by the car shows there was no attempt at an emergency stop. In fact, the car was  stationary, then accelerated.",0.051854103803634644,0.051854103803634644
14741,14741,01:41:44:17,01:41:51:17,5264050645694159353.xml,1892,..and I mucked it all up. ,0.05185398459434509,0.05185398459434509
418,418,00:24:52:01,00:24:59:01,5245830105934359183.xml,419,"Er, I couldn't  remember if you had ice or not?",0.05181385576725006,0.05181385576725006
15739,15739,00:15:57:08,00:16:00:22,5266645664934403562.xml,308,"Yeah, he did.  And from what we've been told,  he wasn't very keen to let her go.",0.0517444871366024,0.0517444871366024
4820,4820,00:25:46:16,00:25:47:22,5251033029316736209.xml,504,We'll have our own place soon. ,0.05173942819237709,0.05173942819237709
7279,7279,00:38:23:14,00:38:25:13,5253646087419594905.xml,670,You'd be in care  if it wasn't for her.,0.05173803120851517,0.05173803120851517
21546,21546,00:25:31:20,00:25:35:05,5274434588125702436.xml,453,"Where they going, Shirl?  Heading south somewhere.",0.051723457872867584,0.051723457872867584
5213,5213,00:45:12:09,00:45:23:02,5251033029316736209.xml,897,"You really should go back to bed.  You're not up to this. They faced worse in the Blitz,  Heather.  And there's lives at risk. I must say my piece...  STOP! ",0.05170007795095444,0.05170007795095444
18284,18284,00:43:04:03,00:43:12:24,5269245838135402929.xml,748,"Lots of questions are being asked  about why we haven't found it and that, that ain't going  to make me DCI anytime soon. Yeah.  It'll be even  worse if it turned up then.",0.051691941916942596,0.051691941916942596
6013,6013,01:27:08:17,01:27:13:06,5251033029316736209.xml,1697,Ow!  Sorry.,0.05168531835079193,0.05168531835079193
15589,15589,00:06:53:12,00:06:59:01,5266645664934403562.xml,158,"He must have done it.  They don't just take you away if you're not involved, do they?",0.05163153260946274,0.05163153260946274
20233,20233,01:02:29:14,01:02:32:03,5271844722846213628.xml,1203,Think about it.  Would I really  miss my daughter's birth?,0.051593076437711716,0.051593076437711716
18103,18103,00:30:27:22,00:30:30:19,5269245838135402929.xml,567,Maybe we should just let  the police handle this?,0.051544271409511566,0.051544271409511566
7443,7443,00:46:36:06,00:46:40:11,5253646087419594905.xml,834,For my sister-in-law.  You don't buy another man's wife  underwear.  Haven't you got a juicer or something?,0.05153726413846016,0.05153726413846016
18522,18522,00:56:52:08,00:57:00:19,5269245838135402929.xml,986,"Still not back then, eh?  No.  He's been gone all night.  Why does he do this, Dad?",0.05151532217860222,0.05151532217860222
8407,8407,01:40:59:18,01:41:01:18,5253646087419594905.xml,1798,"If she had told me in confidence,  I wouldn't tell you. Does that mean she didn't tell you?",0.05149378255009651,0.05149378255009651
17604,17604,00:02:51:23,00:02:53:05,5269245838135402929.xml,68,No.  It's Max.,0.05148497223854065,0.05148497223854065
21237,21237,00:07:49:05,00:07:54:22,5274434588125702436.xml,144,"I just can't see it, Jack. ",0.051478222012519836,0.051478222012519836
22100,22100,00:56:12:24,00:56:16:06,5274434588125702436.xml,1007,"Do me a favour.  Cos you'd never choose loyalty over your children, would you?  But you have.",0.05147373676300049,0.05147373676300049
5255,5255,00:48:06:19,00:48:10:00,5251033029316736209.xml,939,Sorry.  I didn't mean to... ,0.05143856257200241,0.05143856257200241
2676,2676,00:31:23:23,00:31:24:07,5248439298566680341.xml,596,Couldn't you talk to Mum about this?  She'd get onto the school and I don't want that.,0.051438022404909134,0.051438022404909134
5510,5510,01:01:53:22,01:02:00:02,5251033029316736209.xml,1194,"It ain't that.  It's the mattress.  It's too soft for me. I was tossing and turning all night.  Well, Pat, I'm sorry to hear the  accommodation's not up to scratch.",0.051408302038908005,0.051408302038908005
16835,16835,01:15:35:22,01:15:50:04,5266645664934403562.xml,1404,"Things were all right then,  weren't they? For five minutes... ",0.05140573903918266,0.05140573903918266
20582,20582,01:22:19:06,01:22:23:02,5271844722846213628.xml,1552,"Sorry, be with you in a sec. ",0.051398809999227524,0.051398809999227524
1040,1040,00:56:27:24,00:56:32:22,5245830105934359183.xml,1041,"and he's saying a few more words.  Well, so they say.  But he won't do it for me, Bradley.",0.05139011889696121,0.05139011889696121
4689,4689,00:19:19:00,00:19:24:01,5251033029316736209.xml,373,There won't be.  I promise.  Come here. ,0.051382098346948624,0.051382098346948624
11476,11476,00:41:53:01,00:41:59:02,5258818087037440299.xml,845,"Well, you certainly kept that quiet. ",0.05137300118803978,0.05137300118803978
18442,18442,00:52:42:05,00:52:43:24,5269245838135402929.xml,906,"We don't want to  disappoint Ben now, do we?",0.05132633075118065,0.05132633075118065
21190,21190,00:04:42:11,00:04:46:22,5274434588125702436.xml,97,"Yeah, cos you don't make me work  in the chippy every holiday. Yeah, and there's loads of money in  rolling eyes and sarcastic comments.",0.05129793658852577,0.05129793658852577
4653,4653,00:17:11:16,00:17:13:08,5251033029316736209.xml,337,Just a minute! ,0.051253899931907654,0.051253899931907654
11914,11914,01:04:33:21,01:04:35:13,5258818087037440299.xml,1283,She got what she deserved.  Right.  And the two of them aren't connected?,0.051253095269203186,0.051253095269203186
13603,13603,00:38:07:17,00:38:08:24,5264050645694159353.xml,754,"IF your brother fired that gun...  No, no, I told you. He did fire that gun.",0.05124982073903084,0.05124982073903084
9449,9449,00:43:11:18,00:43:16:01,5256228221757951173.xml,738,"I was his fiancee.  Oh.  Oh, right.  Well, no,  of course not.  Be our guest.",0.05124320462346077,0.05124320462346077
