,Unnamed: 0,begin,end,filename,shot_id,transcript,topic,score,score_hf
15370,15370,02:20:28:13,02:20:31:14,5264050645694159353.xml,2521,"We won't be long, all right?  We'll be just there, OK?",events,,0.6681687831878662
123,123,00:07:19:02,00:07:23:08,5245830105934359183.xml,124,that he wasn't all on his own.  Of course he's not on his own.,events,,0.6681415438652039
10437,10437,01:41:52:06,01:41:53:24,5256228221757951173.xml,1726,"save you from yourself.  And here I am,",events,,0.6680541634559631
8541,8541,01:47:53:06,01:48:00:21,5253646087419594905.xml,1932,"Well, that is why you were  playing Cupid back there, isn't it? So, I've made my move. ",events,,0.667891263961792
17271,17271,01:39:07:09,01:39:08:19,5266645664934403562.xml,1840,"Look Jean.  He, um, he doesn't  exactly make it easy, does he?",events,,0.6678218841552734
11716,11716,00:55:11:18,00:55:14:14,5258818087037440299.xml,1085,You said I could see 'em whenever  I wanted. That didn't include when you were drunk.,events,,0.6676884293556213
4495,4495,00:08:37:01,00:08:39:24,5251033029316736209.xml,179,It also has anti-inflammatory  properties.  Which would help with arthritis or rheumatism.,events,,0.6676302552223206
20274,20274,01:04:35:06,01:04:57:22,5271844722846213628.xml,1244,"Hello, Vinnie, it's me.  How long are you gonna love me for?  I'm about to make  you a very happy man. You're gonna be King of the Vic! ",events,,0.6676085591316223
4152,4152,01:45:53:04,01:45:55:14,5248439298566680341.xml,2072,"Well, when you find out where  exactly, let me know, will you?",events,,0.667583167552948
22274,22274,01:06:11:04,01:06:13:15,5274434588125702436.xml,1181,What have I told ya?  You only  butter one side of the bread.,events,,0.6674931049346924
10333,10333,01:35:51:20,01:36:10:22,5256228221757951173.xml,1622,"Straight to voice mail.  He's probably still on the tube. Settle your nerves.  I am not nervous!  Except about Ian gate-crashing.  Ian's going to be so busy in the  cafe, he won't know what's hit him. You must really like this guy.  It's like when he was a teenager.",events,,0.6674910187721252
13432,13432,00:28:49:14,00:28:58:05,5264050645694159353.xml,583,"Hello.  Yeah, it's me. ",events,,0.6674299836158752
16148,16148,00:35:09:03,00:35:16:20,5266645664934403562.xml,717,"Ah, that's better.  Um, hang on, the, the policeman?  What?  Oh, yes.  I didn't hear it  myself but there was a woman in the shop",events,,0.6673539876937866
11899,11899,01:03:48:07,01:03:52:11,5258818087037440299.xml,1268,You took your time. ,events,,0.6671863198280334
12702,12702,01:49:56:05,01:49:58:13,5258818087037440299.xml,2071,"that's fair game once you get a big  laugh out of it. Ian, I love this family.  And I love you.",events,,0.6671479940414429
10115,10115,01:22:46:14,01:22:52:22,5256228221757951173.xml,1404,"Get to the bottom of her problem,  once and for all.",events,,0.6671410799026489
22534,22534,01:18:34:05,01:18:38:22,5274434588125702436.xml,1441,Don't worry.  You can trust me. ,events,,0.6670422554016113
3677,3677,01:18:30:14,01:18:31:01,5248439298566680341.xml,1597,"Hey, I'm sorry I'm late. ",events,,0.6669533252716064
18154,18154,00:34:16:20,00:34:32:08,5269245838135402929.xml,618,I'm back.  Rushed through that round... So have you read it?  Twice.  And? When did you do this?  Last night. I worked on it till 3am. ,events,,0.6669425964355469
12593,12593,01:43:46:19,01:43:49:15,5258818087037440299.xml,1962,"Dad, what's this about?! ",events,,0.6668729782104492
19046,19046,00:01:07:04,00:01:17:07,5271844722846213628.xml,16,"Breathe.  Go on. That's it, good girl.  That's it. Good girl, love. They've stopped.  You see. What did I tell you?!",events,,0.6668620109558105
725,725,00:40:04:20,00:40:11:06,5245830105934359183.xml,726,"Oh, I love this one. ",events,,0.6667168140411377
11842,11842,01:00:56:23,01:00:59:06,5258818087037440299.xml,1211,"I know it's a lot to take in, ",events,,0.666686475276947
1171,1171,01:03:48:04,01:03:49:23,5245830105934359183.xml,1172,Ooh! ,events,,0.6665499806404114
11110,11110,00:22:28:23,00:22:29:06,5258818087037440299.xml,479,Me an' all.  Please? ,events,,0.6665219664573669
2316,2316,00:12:43:21,00:12:46:02,5248439298566680341.xml,236,"Thanks, Pat. ",events,,0.6665147542953491
9254,9254,00:32:15:17,00:32:26:24,5256228221757951173.xml,543,"I'm not having a go  or nothing but,... she can be a little bit, sort of,  touchy-feely can't she? Are you sure they're not picking  this up till tomorrow? Yeah.",events,,0.6664174199104309
20489,20489,01:16:14:02,01:16:17:06,5271844722846213628.xml,1459,and where will that leave Amy? ,events,,0.6662988066673279
1398,1398,01:14:39:15,01:14:40:21,5245830105934359183.xml,1399,I have to do everything myself.  What did Ian say?,events,,0.6662802696228027
16200,16200,00:37:44:20,00:37:46:00,5266645664934403562.xml,769,Cos you hate the old bag  as much as I do.,events,,0.6662689447402954
15510,15510,00:03:56:19,00:04:06:20,5266645664934403562.xml,79,If the worst should happen  you'll only blame yourself.  Please come with me.  What?  And be a hypocrite?  Pretend I care? ,events,,0.6662014126777649
12680,12680,01:48:24:21,01:48:29:17,5258818087037440299.xml,2049,"You know why!  What?  In case he might put a stop to us going? Yes!  Come on, I don't buy that!",events,,0.6662003397941589
5173,5173,00:43:09:05,00:43:14:02,5251033029316736209.xml,857,"I'd have come with you.  Archie, I do know you want what's best for me",events,,0.6661276817321777
1106,1106,00:59:48:06,00:59:49:23,5245830105934359183.xml,1107,That is definitely something. ,events,,0.6660157442092896
11769,11769,00:57:19:17,00:57:23:15,5258818087037440299.xml,1138,"Well, if it's good enough  for Naomi Campbell... But they haven't charged you,  so there's no point worrying.",events,,0.6659035086631775
14373,14373,01:21:16:08,01:21:18:04,5264050645694159353.xml,1524,Strong man!  Big man! ,events,,0.66583251953125
20727,20727,01:31:06:06,01:31:15:13,5271844722846213628.xml,1697,It's not all going  down the charity shop. D'you have any idea what that  baby'll need?  Assuming she survives.,events,,0.6658284664154053
14389,14389,01:22:19:23,01:22:22:02,5264050645694159353.xml,1540,"Oh, Max, just one other thing. ",events,,0.6658084392547607
5155,5155,00:42:06:05,00:42:09:00,5251033029316736209.xml,839,"You're not down to work today.  Yeah, I know. ",events,,0.6657989621162415
21018,21018,01:50:34:06,01:50:40:08,5271844722846213628.xml,1988,D'you mind?  I'm busy.  I thought you said you'd changed. ,events,,0.6656034588813782
1387,1387,01:14:08:02,01:14:09:17,5245830105934359183.xml,1388,Feed it.  Get rid of it! ,events,,0.665595531463623
16866,16866,01:17:21:17,01:17:25:19,5266645664934403562.xml,1435,Yeah.  I thought you'd understand. ,events,,0.6655831336975098
2945,2945,00:44:53:14,00:44:55:14,5248439298566680341.xml,865,"I know, but you're not gonna get  anything out of her being like this, are you?",events,,0.6655562520027161
9003,9003,00:17:21:23,00:17:27:04,5256228221757951173.xml,292,I'm still here.  OK.  Thank you. ,events,,0.6655096411705017
3871,3871,01:29:04:21,01:29:10:06,5248439298566680341.xml,1791,"Nothing for you to worry about.  Grown-up stuff. You're checking up on Uncle Jack. No, I'm not. Don't be silly. ",events,,0.6654691100120544
4949,4949,00:31:49:01,00:31:54:00,5251033029316736209.xml,633,"So trust me, then.  I'll get that money...somehow.",events,,0.6653627753257751
9866,9866,01:07:25:18,01:07:28:03,5256228221757951173.xml,1155,"Hey, you haven't seen  my post, have you?",events,,0.6653611660003662
2891,2891,00:42:19:00,00:42:20:11,5248439298566680341.xml,811,"I'm driving.  I'll just have a lime  and soda, please.",events,,0.6653404235839844
21666,21666,00:31:43:17,00:31:47:01,5274434588125702436.xml,573,"Well, I get carsick  without a butterscotch.",events,,0.6652144193649292
12679,12679,01:48:21:06,01:48:24:20,5258818087037440299.xml,2048,Why won't she tell Max?! ,events,,0.6651670932769775
18785,18785,01:13:44:03,01:13:48:07,5269245838135402929.xml,1249,"Tamwar!  I called her.  Be quick...  it's costing a fortune. Shabnam, here's Mum. ",events,,0.6650601625442505
167,167,00:10:24:07,00:10:26:19,5245830105934359183.xml,168,"Yeah.  Maybe we can help each other out, then.",events,,0.6650105118751526
18797,18797,01:14:35:00,01:14:38:18,5269245838135402929.xml,1261,Ian's interested in it?  So we could wipe  that smug smile off his face?,events,,0.6649900674819946
16092,16092,00:32:37:24,00:32:43:01,5266645664934403562.xml,661,"Mum, just leave it.  No. You should be at home  concentrating on your exam. You should be doing your A levels,  going to Oxford and becoming a doctor. I want to be a comedian.",events,,0.6648774743080139
8328,8328,01:36:12:12,01:36:16:00,5253646087419594905.xml,1719,You didn't seem to think  that I was a friend then.,events,,0.6646777987480164
10863,10863,00:10:17:14,00:10:19:16,5258818087037440299.xml,232,"Thank you.  It's been a laugh, hasn't it?",events,,0.6645674109458923
12205,12205,01:18:43:00,01:18:44:20,5258818087037440299.xml,1574,We'll make a Slater woman of you yet. ,events,,0.6644637584686279
5935,5935,01:23:10:18,01:23:16:01,5251033029316736209.xml,1619,Can't have been that bad...  It was bad.  It was worse than bad.  The only thing we had in common  was ingrowing toenails.,events,,0.6643819212913513
21323,21323,00:12:18:00,00:12:27:18,5274434588125702436.xml,230,"What's the matter with you,  Chuckles? Nothing. It's Suzy's birthday tomorrow.  Oh.  She struck me as the type  that called it a day at 39.",events,,0.6643785834312439
10269,10269,01:31:20:06,01:31:23:11,5256228221757951173.xml,1558,"All right, I'm nearly done. ",events,,0.6643368601799011
16388,16388,00:49:06:10,00:49:09:01,5266645664934403562.xml,957,Jane Beale?  Callum there reckons she's  supposed to be very funny.,events,,0.6642563343048096
12146,12146,01:15:35:19,01:15:40:01,5258818087037440299.xml,1515,Why are you behaving like this?  Like what? I'm just trying to do  the right thing. For who?,events,,0.6641435027122498
7954,7954,01:16:31:18,01:16:33:07,5253646087419594905.xml,1345,Shall we? ,events,,0.664086103439331
15274,15274,02:15:04:07,02:15:10:17,5264050645694159353.xml,2425,and it made me  feel better about myself.,events,,0.663969874382019
22083,22083,00:55:31:06,00:55:32:10,5274434588125702436.xml,990,The second one.  I can't give it to you. I know.  Cos you didn't do it. I know what you're trying to do.,events,,0.6639507412910461
20757,20757,01:32:45:13,01:32:50:18,5271844722846213628.xml,1727,"""Oh, I'm a guy with a lot of cash.""  Boy I wish.  Yeah, well, I've gotta lie, haven't I, Shirl?",events,,0.6638678908348083
1243,1243,01:07:57:04,01:07:59:18,5245830105934359183.xml,1244,"Right, lads.  I want you to go out  there and give me 120, 130%.",events,,0.663840115070343
16088,16088,00:32:33:03,00:32:34:07,5266645664934403562.xml,657,I'll bet Libby is  at home working hard.,events,,0.6638320088386536
20354,20354,01:09:10:04,01:09:11:18,5271844722846213628.xml,1324,"So, er...so is that all right?  I've got calls to make.",events,,0.6638281941413879
22709,22709,01:28:55:06,01:28:57:22,5274434588125702436.xml,1616,All right.  Will you be long? ,events,,0.663711667060852
15627,15627,00:09:08:16,00:09:12:01,5266645664934403562.xml,196,"Are you doing it or not?  No, I'm not, but because I've decided, not because my pompous husband  says I can't.",events,,0.663698673248291
21758,21758,00:36:52:22,00:36:54:21,5274434588125702436.xml,665,You should know her  better than that by now.,events,,0.6636858582496643
5823,5823,01:17:33:05,01:17:35:21,5251033029316736209.xml,1507,Oh.  All right?,events,,0.6636249423027039
15971,15971,00:27:30:18,00:27:36:04,5266645664934403562.xml,540,"No.  Well, if it's all right with Mrs Beale, could you add her name to the list?",events,,0.6636170148849487
22559,22559,01:20:31:18,01:20:37:17,5274434588125702436.xml,1466,Please. ,events,,0.6635958552360535
18461,18461,00:54:10:24,00:54:13:24,5269245838135402929.xml,925,Please. ,events,,0.6635958552360535
22691,22691,01:27:55:16,01:27:57:10,5274434588125702436.xml,1598,Please. ,events,,0.6635958552360535
17145,17145,01:33:20:24,01:33:25:08,5266645664934403562.xml,1714,Please. ,events,,0.6635958552360535
20627,20627,01:25:06:15,01:25:10:19,5271844722846213628.xml,1597,Please. ,events,,0.6635958552360535
21839,21839,00:41:12:09,00:41:15:10,5274434588125702436.xml,746,"Spend a bit of time with them,  you think they can't do without you.",events,,0.6635387539863586
11577,11577,00:46:41:05,00:46:53:22,5258818087037440299.xml,946,"Don't you think maybe  you should get rid of them? I'm one step ahead of you, girl.  I've got Fat Elvis upstairs.  He's gonna take them off our hands. ",events,,0.6635370850563049
14481,14481,01:28:10:18,01:28:21:17,5264050645694159353.xml,1632,Dad!  Dad! ,events,,0.6635357737541199
11777,11777,00:57:38:08,00:57:39:13,5258818087037440299.xml,1146,Three guesses who's grassed you up. ,events,,0.6635059118270874
5233,5233,00:46:46:19,00:46:51:11,5251033029316736209.xml,917,"He's a powerful man.  Yeah.  And we all know your penchant  for ""powerful"" men, don't we?",events,,0.6633956432342529
12349,12349,01:27:58:13,01:28:03:08,5258818087037440299.xml,1718,"sidled up beside him  and whispers in his ear, ""I'll do anything you want for £10. ",events,,0.6633480191230774
21132,21132,00:02:22:04,00:02:24:11,5274434588125702436.xml,39,You'd forgotten. ,events,,0.6632829308509827
19302,19302,00:13:21:21,00:13:27:02,5271844722846213628.xml,272,"It's just with the five us...  I understand.  Mum... Don't worry, Jane.  I'll be out of your way soon enough.",events,,0.6630186438560486
12948,12948,00:05:18:06,00:05:19:16,5264050645694159353.xml,99,Good. ,events,,0.662969708442688
775,775,00:42:48:12,00:42:52:00,5245830105934359183.xml,776,Good. ,events,,0.662969708442688
438,438,00:25:36:19,00:25:38:24,5245830105934359183.xml,439,Good. ,events,,0.662969708442688
7716,7716,01:02:03:08,01:02:07:23,5253646087419594905.xml,1107,"We stopped off at the Minute Mart.  It's only cheap fizzy stuff, but...",events,,0.6628751754760742
14952,14952,01:55:19:04,01:55:21:02,5264050645694159353.xml,2103,Darren Miller?  Yeah.,events,,0.6627547740936279
13461,13461,00:30:35:24,00:30:37:19,5264050645694159353.xml,612,"Look, I'm not breaking up with Libby  just because you tell me to. And I thought you cared about her.",events,,0.6627527475357056
17162,17162,01:33:56:24,01:34:00:21,5266645664934403562.xml,1731,So delicate!  Yes.  Very.,events,,0.6627511978149414
9867,9867,01:07:28:04,01:07:30:10,5256228221757951173.xml,1156,"Um, it was on your desk.  There was a handwritten one, though, I'm sure.",events,,0.6624738574028015
21972,21972,00:48:58:08,00:49:00:14,5274434588125702436.xml,879,"You OK?  I'll be fine,",events,,0.6623652577400208
17556,17556,00:01:19:07,00:01:24:23,5269245838135402929.xml,20,Would it help if we had a chat with  her?  Show her we're not that scary? No.  I think  that might make things worse.,events,,0.6623170375823975
